type	method	adverb	kind	provenance
Holder	min	p	runtime	declared
Holder	min	v	runtime	declared
Holder	minmax	by	runtime	declared
Holder	repeated	as	runtime	declared
Holder	repeated	with	runtime	declared
Holder	rotor	partial	runtime	declared
Holder	squish	as	runtime	declared
Holder	squish	with	runtime	declared
Holder	toggle	off	runtime	declared
Holder	unique	as	runtime	declared
Holder	unique	with	runtime	declared
Hyper	new	dwim-left	runtime	declared
Hyper	new	dwim-right	runtime	declared
HyperConfiguration	TWEAK	method	runtime	declared
HyperSeq	BUILD	configuration	runtime	declared
HyperSeq	BUILD	work-stage-head	runtime	declared
HyperSeq	flat	hammer	runtime	declared
HyperWorkBatchIterator	batch	elems	runtime	declared
HyperWorkBatchIterator	categorize	as	runtime	declared
HyperWorkBatchIterator	categorize	into	runtime	declared
HyperWorkBatchIterator	classify	as	runtime	declared
HyperWorkBatchIterator	classify	into	runtime	declared
HyperWorkBatchIterator	first	end	runtime	declared
HyperWorkBatchIterator	flatmap	label	runtime	declared
HyperWorkBatchIterator	map	deep	runtime	declared
HyperWorkBatchIterator	map	duck	runtime	declared
HyperWorkBatchIterator	map	flat	runtime	declared
HyperWorkBatchIterator	map	item	runtime	declared
HyperWorkBatchIterator	map	label	runtime	declared
HyperWorkBatchIterator	map	node	runtime	declared
HyperWorkBatchIterator	max	by	runtime	declared
HyperWorkBatchIterator	max	k	runtime	declared
HyperWorkBatchIterator	max	kv	runtime	declared
HyperWorkBatchIterator	max	p	runtime	declared
HyperWorkBatchIterator	max	v	runtime	declared
HyperWorkBatchIterator	min	by	runtime	declared
HyperWorkBatchIterator	min	k	runtime	declared
HyperWorkBatchIterator	min	kv	runtime	declared
HyperWorkBatchIterator	min	p	runtime	declared
HyperWorkBatchIterator	min	v	runtime	declared
HyperWorkBatchIterator	minmax	by	runtime	declared
HyperWorkBatchIterator	repeated	as	runtime	declared
HyperWorkBatchIterator	repeated	with	runtime	declared
HyperWorkBatchIterator	rotor	partial	runtime	declared
HyperWorkBatchIterator	squish	as	runtime	declared
HyperWorkBatchIterator	squish	with	runtime	declared
HyperWorkBatchIterator	toggle	off	runtime	declared
HyperWorkBatchIterator	unique	as	runtime	declared
HyperWorkBatchIterator	unique	with	runtime	declared
IO::CatHandle	Supply	size	runtime	declared
IO::CatHandle	TWEAK	bin	runtime	declared
IO::CatHandle	comb	match	runtime	via IO::CatHandle.comb -> Str.comb
IO::CatHandle	lines	chomp	runtime	declared
IO::CatHandle	lines	close	runtime	declared
IO::CatHandle	lock	non-blocking	runtime	via IO::CatHandle.lock -> IO::Handle.lock
IO::CatHandle	lock	shared	runtime	via IO::CatHandle.lock -> IO::Handle.lock
IO::CatHandle	slurp	bin	runtime	declared
IO::CatHandle	split	k	runtime	via IO::CatHandle.split -> Str.split
IO::CatHandle	split	kv	runtime	via IO::CatHandle.split -> Str.split
IO::CatHandle	split	p	runtime	via IO::CatHandle.split -> Str.split
IO::CatHandle	split	skip-empty	runtime	via IO::CatHandle.split -> Str.split
IO::CatHandle	split	v	runtime	via IO::CatHandle.split -> Str.split
IO::CatHandle	words	close	runtime	declared
IO::Handle	Supply	size	runtime	declared
IO::Handle	TWEAK	bin	runtime	declared
IO::Handle	TWEAK	encoding	runtime	declared
IO::Handle	TWEAK	no-dash-check	runtime	declared
IO::Handle	TWEAK	path	runtime	declared
IO::Handle	comb	close	runtime	declared
IO::Handle	comb	match	runtime	via IO::Handle.comb -> Str.comb
IO::Handle	encoding	replacement	runtime	declared
IO::Handle	encoding	strict	runtime	declared
IO::Handle	encoding	translate-nl	runtime	declared
IO::Handle	lines	chomp	runtime	declared
IO::Handle	lines	close	runtime	declared
IO::Handle	lock	non-blocking	runtime	declared
IO::Handle	lock	shared	runtime	declared
IO::Handle	open	a	runtime	declared
IO::Handle	open	append	runtime	declared
IO::Handle	open	bin	runtime	declared
IO::Handle	open	chomp	runtime	declared
IO::Handle	open	create	runtime	declared
IO::Handle	open	enc	runtime	declared
IO::Handle	open	exclusive	runtime	declared
IO::Handle	open	mode	runtime	declared
IO::Handle	open	nl-in	runtime	declared
IO::Handle	open	nl-out	runtime	declared
IO::Handle	open	out-buffer	runtime	declared
IO::Handle	open	r	runtime	declared
IO::Handle	open	ra	runtime	declared
IO::Handle	open	rw	runtime	declared
IO::Handle	open	rx	runtime	declared
IO::Handle	open	truncate	runtime	declared
IO::Handle	open	update	runtime	declared
IO::Handle	open	w	runtime	declared
IO::Handle	open	x	runtime	declared
IO::Handle	slurp	bin	runtime	declared
IO::Handle	slurp	close	runtime	declared
IO::Handle	slurp-rest	bin	runtime	declared
IO::Handle	slurp-rest	close	runtime	declared
IO::Handle	slurp-rest	enc	runtime	declared
IO::Handle	split	close	runtime	declared
IO::Handle	split	k	runtime	via IO::Handle.split -> Str.split
IO::Handle	split	kv	runtime	via IO::Handle.split -> Str.split
IO::Handle	split	p	runtime	via IO::Handle.split -> Str.split
IO::Handle	split	skip-empty	runtime	via IO::Handle.split -> Str.split
IO::Handle	split	v	runtime	via IO::Handle.split -> Str.split
IO::Handle	spurt	close	runtime	declared
IO::Handle	words	close	runtime	declared
IO::Notification	watch-path	scheduler	runtime	declared
IO::Path	chdir	d	runtime	declared
IO::Path	chdir	r	runtime	declared
IO::Path	chdir	w	runtime	declared
IO::Path	chdir	x	runtime	declared
IO::Path	chown	gid	runtime	declared
IO::Path	chown	uid	runtime	declared
IO::Path	comb	chomp	runtime	declared
IO::Path	comb	close	runtime	via IO::Path.comb -> IO::Handle.comb
IO::Path	comb	enc	runtime	declared
IO::Path	comb	match	runtime	via IO::Path.comb -> IO::Handle.comb -> Str.comb
IO::Path	comb	nl-in	runtime	declared
IO::Path	copy	createonly	runtime	declared
IO::Path	dir	test	runtime	declared
IO::Path	dir-with-entries	test	runtime	declared
IO::Path	extension	joiner	runtime	declared
IO::Path	extension	parts	runtime	declared
IO::Path	lines	chomp	runtime	declared
IO::Path	lines	close	runtime	via IO::Path.lines -> IO::Handle.lines
IO::Path	lines	enc	runtime	declared
IO::Path	lines	nl-in	runtime	declared
IO::Path	move	createonly	runtime	via IO::Path.move -> IO::Path.copy
IO::Path	new	CWD	runtime	declared
IO::Path	new	SPEC	runtime	declared
IO::Path	new	basename	runtime	declared
IO::Path	new	dirname	runtime	declared
IO::Path	new	volume	runtime	declared
IO::Path	open	a	runtime	via IO::Path.open -> IO::Handle.open
IO::Path	open	append	runtime	via IO::Path.open -> IO::Handle.open
IO::Path	open	bin	runtime	via IO::Path.open -> IO::Handle.open
IO::Path	open	chomp	runtime	via IO::Path.open -> IO::Handle.open
IO::Path	open	create	runtime	via IO::Path.open -> IO::Handle.open
IO::Path	open	enc	runtime	via IO::Path.open -> IO::Handle.open
IO::Path	open	exclusive	runtime	via IO::Path.open -> IO::Handle.open
IO::Path	open	mode	runtime	via IO::Path.open -> IO::Handle.open
IO::Path	open	nl-in	runtime	via IO::Path.open -> IO::Handle.open
IO::Path	open	nl-out	runtime	via IO::Path.open -> IO::Handle.open
IO::Path	open	out-buffer	runtime	via IO::Path.open -> IO::Handle.open
IO::Path	open	r	runtime	via IO::Path.open -> IO::Handle.open
IO::Path	open	ra	runtime	via IO::Path.open -> IO::Handle.open
IO::Path	open	rw	runtime	via IO::Path.open -> IO::Handle.open
IO::Path	open	rx	runtime	via IO::Path.open -> IO::Handle.open
IO::Path	open	truncate	runtime	via IO::Path.open -> IO::Handle.open
IO::Path	open	update	runtime	via IO::Path.open -> IO::Handle.open
IO::Path	open	w	runtime	via IO::Path.open -> IO::Handle.open
IO::Path	open	x	runtime	via IO::Path.open -> IO::Handle.open
IO::Path	rename	createonly	runtime	declared
IO::Path	resolve	completely	runtime	declared
IO::Path	slurp	bin	runtime	declared
IO::Path	slurp	enc	runtime	declared
IO::Path	split	chomp	runtime	declared
IO::Path	split	close	runtime	via IO::Path.split -> IO::Handle.split
IO::Path	split	enc	runtime	declared
IO::Path	split	k	runtime	via IO::Path.split -> IO::Handle.split -> Str.split
IO::Path	split	kv	runtime	via IO::Path.split -> IO::Handle.split -> Str.split
IO::Path	split	nl-in	runtime	declared
IO::Path	split	p	runtime	via IO::Path.split -> IO::Handle.split -> Str.split
IO::Path	split	skip-empty	runtime	via IO::Path.split -> IO::Handle.split -> Str.split
IO::Path	split	v	runtime	via IO::Path.split -> IO::Handle.split -> Str.split
IO::Path	spurt	append	runtime	declared
IO::Path	spurt	createonly	runtime	declared
IO::Path	spurt	enc	runtime	declared
IO::Path	symlink	absolute	runtime	declared
IO::Path	words	chomp	runtime	declared
IO::Path	words	close	runtime	via IO::Path.words -> IO::Handle.words
IO::Path	words	enc	runtime	declared
IO::Path	words	nl-in	runtime	declared
IO::Path::Parts	flat	hammer	runtime	declared
IO::Path::Parts	hyper	batch	runtime	declared
IO::Path::Parts	hyper	degree	runtime	declared
IO::Path::Parts	race	batch	runtime	declared
IO::Path::Parts	race	degree	runtime	declared
IO::Path::Spec	new	CWD	runtime	via IO::Path::Spec.new -> IO::Path.new
IO::Path::Spec	new	SPEC	runtime	via IO::Path::Spec.new -> IO::Path.new
IO::Path::Spec	new	basename	runtime	via IO::Path::Spec.new -> IO::Path.new
IO::Path::Spec	new	dirname	runtime	via IO::Path::Spec.new -> IO::Path.new
IO::Path::Spec	new	volume	runtime	via IO::Path::Spec.new -> IO::Path.new
IO::Pipe	TWEAK	bin	runtime	declared
IO::Pipe	TWEAK	enc	runtime	declared
IO::Pipe	TWEAK	on-close	runtime	declared
IO::Pipe	TWEAK	on-native-descriptor	runtime	declared
IO::Pipe	TWEAK	on-read	runtime	declared
IO::Pipe	TWEAK	on-write	runtime	declared
IO::Socket	recv	bin	runtime	declared
IO::Socket::Async	Supply	bin	runtime	declared
IO::Socket::Async	Supply	buf	runtime	declared
IO::Socket::Async	Supply	datagram	runtime	declared
IO::Socket::Async	Supply	enc	runtime	declared
IO::Socket::Async	Supply	scheduler	runtime	declared
IO::Socket::Async	bind-udp	broadcast	runtime	declared
IO::Socket::Async	bind-udp	enc	runtime	declared
IO::Socket::Async	bind-udp	scheduler	runtime	declared
IO::Socket::Async	connect	enc	runtime	declared
IO::Socket::Async	connect	scheduler	runtime	declared
IO::Socket::Async	connect-path	enc	runtime	declared
IO::Socket::Async	connect-path	scheduler	runtime	declared
IO::Socket::Async	listen	enc	runtime	declared
IO::Socket::Async	listen	scheduler	runtime	declared
IO::Socket::Async	listen-path	enc	runtime	declared
IO::Socket::Async	listen-path	scheduler	runtime	declared
IO::Socket::Async	print	scheduler	runtime	declared
IO::Socket::Async	print-to	scheduler	runtime	declared
IO::Socket::Async	udp	broadcast	runtime	declared
IO::Socket::Async	udp	enc	runtime	declared
IO::Socket::Async	udp	scheduler	runtime	declared
IO::Socket::Async	write	scheduler	runtime	declared
IO::Socket::Async	write-to	scheduler	runtime	declared
IO::Socket::Async::Datagram	encode	replacement	runtime	via IO::Socket::Async::Datagram.encode -> Str.encode
IO::Socket::Async::Datagram	encode	strict	runtime	via IO::Socket::Async::Datagram.encode -> Str.encode
IO::Socket::Async::Datagram	encode	translate-nl	runtime	via IO::Socket::Async::Datagram.encode -> Str.encode
IO::Socket::INET	connect	family	runtime	declared
IO::Socket::INET	listen	family	runtime	declared
IO::Socket::INET	new	family	runtime	declared
IO::Socket::INET	new	host	runtime	declared
IO::Socket::INET	new	listen	runtime	declared
IO::Socket::INET	new	localhost	runtime	declared
IO::Socket::INET	new	localport	runtime	declared
IO::Socket::INET	new	port	runtime	declared
IO::Socket::INET	recv	bin	runtime	declared
IO::Spec::Cygwin	canonpath	parent	runtime	declared
IO::Spec::Cygwin	rel2abs	omit-volume	runtime	via IO::Spec::Cygwin.rel2abs -> IO::Spec::Win32.rel2abs
IO::Spec::Cygwin	splitpath	nofile	runtime	via IO::Spec::Cygwin.splitpath -> IO::Spec::Win32.splitpath
IO::Spec::QNX	canonpath	parent	runtime	declared
IO::Spec::Unix	canonpath	parent	runtime	declared
IO::Spec::Unix	splitpath	nofile	runtime	declared
IO::Spec::Win32	canonpath	parent	runtime	declared
IO::Spec::Win32	rel2abs	omit-volume	runtime	declared
IO::Spec::Win32	splitpath	nofile	runtime	declared
ITERCPY	batch	elems	runtime	declared
ITERCPY	categorize	as	runtime	declared
ITERCPY	categorize	into	runtime	declared
ITERCPY	classify	as	runtime	declared
ITERCPY	classify	into	runtime	declared
ITERCPY	first	end	runtime	declared
ITERCPY	flatmap	label	runtime	declared
ITERCPY	map	deep	runtime	declared
ITERCPY	map	duck	runtime	declared
ITERCPY	map	flat	runtime	declared
ITERCPY	map	item	runtime	declared
ITERCPY	map	label	runtime	declared
ITERCPY	map	node	runtime	declared
ITERCPY	max	by	runtime	declared
ITERCPY	max	k	runtime	declared
ITERCPY	max	kv	runtime	declared
ITERCPY	max	p	runtime	declared
ITERCPY	max	v	runtime	declared
ITERCPY	min	by	runtime	declared
ITERCPY	min	k	runtime	declared
ITERCPY	min	kv	runtime	declared
ITERCPY	min	p	runtime	declared
ITERCPY	min	v	runtime	declared
ITERCPY	minmax	by	runtime	declared
ITERCPY	repeated	as	runtime	declared
ITERCPY	repeated	with	runtime	declared
ITERCPY	rotor	partial	runtime	declared
ITERCPY	squish	as	runtime	declared
ITERCPY	squish	with	runtime	declared
ITERCPY	toggle	off	runtime	declared
ITERCPY	unique	as	runtime	declared
ITERCPY	unique	with	runtime	declared
InfReverse	batch	elems	runtime	declared
InfReverse	categorize	as	runtime	declared
InfReverse	categorize	into	runtime	declared
InfReverse	classify	as	runtime	declared
InfReverse	classify	into	runtime	declared
InfReverse	first	end	runtime	declared
InfReverse	flatmap	label	runtime	declared
InfReverse	map	deep	runtime	declared
InfReverse	map	duck	runtime	declared
InfReverse	map	flat	runtime	declared
InfReverse	map	item	runtime	declared
InfReverse	map	label	runtime	declared
InfReverse	map	node	runtime	declared
InfReverse	max	by	runtime	declared
InfReverse	max	k	runtime	declared
InfReverse	max	kv	runtime	declared
InfReverse	max	p	runtime	declared
InfReverse	max	v	runtime	declared
InfReverse	min	by	runtime	declared
InfReverse	min	k	runtime	declared
InfReverse	min	kv	runtime	declared
InfReverse	min	p	runtime	declared
InfReverse	min	v	runtime	declared
InfReverse	minmax	by	runtime	declared
InfReverse	repeated	as	runtime	declared
InfReverse	repeated	with	runtime	declared
InfReverse	rotor	partial	runtime	declared
InfReverse	squish	as	runtime	declared
InfReverse	squish	with	runtime	declared
InfReverse	toggle	off	runtime	declared
InfReverse	unique	as	runtime	declared
InfReverse	unique	with	runtime	declared
InstalledDistribution	batch	elems	runtime	declared
InstalledDistribution	categorize	as	runtime	declared
InstalledDistribution	categorize	into	runtime	declared
InstalledDistribution	classify	as	runtime	declared
InstalledDistribution	classify	into	runtime	declared
InstalledDistribution	first	end	runtime	declared
InstalledDistribution	flatmap	label	runtime	declared
InstalledDistribution	map	deep	runtime	declared
InstalledDistribution	map	duck	runtime	declared
InstalledDistribution	map	flat	runtime	declared
InstalledDistribution	map	item	runtime	declared
InstalledDistribution	map	label	runtime	declared
InstalledDistribution	map	node	runtime	declared
InstalledDistribution	max	by	runtime	declared
InstalledDistribution	max	k	runtime	declared
InstalledDistribution	max	kv	runtime	declared
InstalledDistribution	max	p	runtime	declared
InstalledDistribution	max	v	runtime	declared
InstalledDistribution	min	by	runtime	declared
InstalledDistribution	min	k	runtime	declared
InstalledDistribution	min	kv	runtime	declared
InstalledDistribution	min	p	runtime	declared
InstalledDistribution	min	v	runtime	declared
InstalledDistribution	minmax	by	runtime	declared
InstalledDistribution	repeated	as	runtime	declared
InstalledDistribution	repeated	with	runtime	declared
InstalledDistribution	rotor	partial	runtime	declared
InstalledDistribution	squish	as	runtime	declared
InstalledDistribution	squish	with	runtime	declared
InstalledDistribution	toggle	off	runtime	declared
InstalledDistribution	unique	as	runtime	declared
InstalledDistribution	unique	with	runtime	declared
Instant	DUMP	ctx	runtime	declared
Instant	DUMP	indent-step	runtime	declared
Int	DUMP	ctx	runtime	declared
Int	DUMP	indent-step	runtime	declared
Int	Str	subscript	runtime	declared
Int	Str	superscript	runtime	declared
IntCopy	batch	elems	runtime	declared
IntCopy	categorize	as	runtime	declared
IntCopy	categorize	into	runtime	declared
IntCopy	classify	as	runtime	declared
IntCopy	classify	into	runtime	declared
IntCopy	first	end	runtime	declared
IntCopy	flatmap	label	runtime	declared
IntCopy	map	deep	runtime	declared
IntCopy	map	duck	runtime	declared
IntCopy	map	flat	runtime	declared
IntCopy	map	item	runtime	declared
IntCopy	map	label	runtime	declared
IntCopy	map	node	runtime	declared
IntCopy	max	by	runtime	declared
IntCopy	max	k	runtime	declared
IntCopy	max	kv	runtime	declared
IntCopy	max	p	runtime	declared
